thisN,thisTrialN,thisRepN,conditions_practice,ISI_practice,keyPractice.keys,keyPractice.rt,keyPractice.duration,condition,interstim_interval,key_resp.keys,key_resp.rt,key_resp.duration,elementMotionDemo.thisRepN,elementMotionDemo.thisTrialN,elementMotionDemo.thisN,elementMotionDemo.thisIndex,groupMotionDemo.thisRepN,groupMotionDemo.thisTrialN,groupMotionDemo.thisN,groupMotionDemo.thisIndex,practiceLoop.thisRepN,practiceLoop.thisTrialN,practiceLoop.thisN,practiceLoop.thisIndex,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,trialLoop.thisRepN,trialLoop.thisTrialN,trialLoop.thisN,trialLoop.thisIndex,thisRow.t,notes,group,colorTest.started,keyColorTest.started,redCircle.started,blueCircle.started,greenCircle.started,purpleCircle.started,orangeCircle.started,brownCircle.started,pinkCircle.started,tealCircle.started,colorTest.stopped,keyColorTest.keys,keyColorTest.rt,keyColorTest.duration,InstructionScreen.started,textInstructions.started,keyInstructionContinue.started,InstructionScreen.stopped,keyInstructionContinue.keys,keyInstructionContinue.rt,keyInstructionContinue.duration,elementMotionExplained.started,textElementMotion.started,keyElementMotionExplained.started,elementMotionExplained.stopped,keyElementMotionExplained.keys,keyElementMotionExplained.rt,keyElementMotionExplained.duration,blank800.started,FixationCrossBlank800.started,FixationCrossBlank800.stopped,blank800.stopped,direction,exampleFrame1.started,ternusExampleLeft.started,ternusExampleMiddle.started,ternusExampleRight.started,FixationCrossExample.started,ternusExampleLeft.stopped,ternusExampleMiddle.stopped,ternusExampleRight.stopped,FixationCrossExample.stopped,exampleFrame1.stopped,exampleFrame2.started,ternusExampleLeft_2.started,ternusExampleMiddle_2.started,ternusExampleRight_2.started,FixationCrossExample_2.started,ternusExampleLeft_2.stopped,ternusExampleMiddle_2.stopped,ternusExampleRight_2.stopped,FixationCrossExample_2.stopped,exampleFrame2.stopped,groupMotionExplained.started,textGroupMotion.started,keyGroupMotionExplained.started,groupMotionExplained.stopped,keyGroupMotionExplained.keys,keyGroupMotionExplained.rt,keyGroupMotionExplained.duration,blank160.started,FixationCrossBlank160.started,FixationCrossBlank160.stopped,blank160.stopped,PracticeExplained.started,textPracticeExplained.started,keyPracticeStart.started,PracticeExplained.stopped,keyPracticeStart.keys,keyPracticeStart.rt,keyPracticeStart.duration,causalColor,practiceFrame1.started,ternusObjLeftPrac.started,ternusObjMiddlePrac.started,ternusObjRightPrac.started,FixationCrossPrac.started,portalLeftPrac.started,portalRightPrac.started,BarrierPrac.started,ternusObjLeftPrac.stopped,ternusObjMiddlePrac.stopped,ternusObjRightPrac.stopped,FixationCrossPrac.stopped,portalLeftPrac.stopped,portalRightPrac.stopped,BarrierPrac.stopped,practiceFrame1.stopped,blankISI_Practice.started,FixationCrossBlankPractice.started,FixationCrossBlankPractice.stopped,blankISI_Practice.stopped,practiceFrame2.started,ternusObjLeftPrac_2.started,ternusObjMiddlePrac_2.started,ternusObjRightPrac_2.started,FixationCrossPrac_2.started,portalLeftPrac_2.started,portalRightPrac_2.started,BarrierPrac_2.started,keyPractice.started,ternusObjLeftPrac_2.stopped,ternusObjMiddlePrac_2.stopped,ternusObjRightPrac_2.stopped,portalLeftPrac_2.stopped,portalRightPrac_2.stopped,BarrierPrac_2.stopped,practiceFrame2.stopped,practiceLoop.keyPractice.keys,practiceLoop.keyPractice.rt,practiceLoop.keyPractice.duration,blank500.started,blankText500.started,blankText500.stopped,blank500.stopped,StartScreen.started,textStartMessage.started,keyStart.started,StartScreen.stopped,keyStart.keys,keyStart.rt,keyStart.duration,blockNumber,participantID,ternusFrame1.started,ternusObjLeft.started,ternusObjMiddle.started,ternusObjRight.started,FixationCross.started,portalLeft.started,portalRight.started,Barrier.started,ternusObjLeft.stopped,ternusObjMiddle.stopped,ternusObjRight.stopped,FixationCross.stopped,portalLeft.stopped,portalRight.stopped,Barrier.stopped,ternusFrame1.stopped,blankISI.started,FixationCrossBlank.started,FixationCrossBlank.stopped,blankISI.stopped,ternusFrame2.started,ternusObjLeft_2.started,ternusObjMiddle_2.started,ternusObjRight_2.started,FixationCross_2.started,portalLeft_2.started,portalRight_2.started,Barrier_2.started,key_resp.started,ternusObjLeft_2.stopped,ternusObjMiddle_2.stopped,ternusObjRight_2.stopped,portalLeft_2.stopped,portalRight_2.stopped,Barrier_2.stopped,ternusFrame2.stopped,trialLoop.key_resp.keys,trialLoop.key_resp.rt,trialLoop.key_resp.duration,blockBreak.started,keyBlockContinue.started,textBlockInstructions.started,blockBreak.stopped,blockLoop.keyBlockContinue.keys,blockLoop.keyBlockContinue.rt,blockLoop.keyBlockContinue.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
15,15,0,,,,,,Standard,0.02,j,0.1848693999927491,None,,,,,,,,,,,,,7,0,7,0,0,15,15,14,389.5729414001107,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.66891300003044,390.67981290002353,391.48340800008737,391.4689060000237,RL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#E41A1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.1690402000677,390.17977310018614,390.67981290002353,390.6688536000438,,,,,,,,7,7,389.56164020020515,389.5729414001107,389.5729414001107,389.5729414001107,389.5729414001107,389.5729414001107,389.5729414001107,389.5729414001107,389.76915940013714,389.76915940013714,389.76915940013714,389.76915940013714,389.76915940013714,389.76915940013714,389.76915940013714,389.7581957001239,389.7582477000542,389.76915940013714,389.79501030012034,389.7794439001009,389.7829356000293,389.79501030012034,389.79501030012034,389.79501030012034,389.79501030012034,389.79501030012034,389.79501030012034,389.79501030012034,389.97984880022705,389.9908849000931,389.9908849000931,389.9908849000931,389.9908849000931,389.9908849000931,389.9908849000931,390.16893010004424,j,0.1848693999927491,None,,,,,,,,7,001,2026-06-24_15h37.32.905,Teamprojekt,,2025.1.0,85.07307773599686,2026-06-24 15h37.44.030665 +0200,
16,16,0,,,,,,Barrier,0.04,f,0.3229801000561565,None,,,,,,,,,,,,,7,0,7,0,0,16,16,9,391.48340800008737,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.7350263001863,392.7463631001301,,393.5355475000106,RL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#E41A1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.23524650000036,392.2459305000957,392.7463631001301,392.734958200017,,,,,,,,7,7,391.47225120011717,391.48340800008737,391.48340800008737,391.48340800008737,391.48340800008737,391.48340800008737,391.48340800008737,391.48340800008737,391.6794976000674,391.6794976000674,391.6794976000674,391.6794976000674,391.6794976000674,391.6794976000674,391.6794976000674,391.6691123000346,391.6691656000912,391.6794976000674,391.71844820003025,391.70231220009737,391.70630540000275,391.71844820003025,391.71844820003025,391.71844820003025,391.71844820003025,391.71844820003025,391.71844820003025,391.71844820003025,391.90192760014907,391.91297890013084,391.91297890013084,391.91297890013084,391.91297890013084,391.91297890013084,391.91297890013084,392.23510859999806,f,0.3229801000561565,None,,,,,,,,7,001,2026-06-24_15h37.32.905,Teamprojekt,,2025.1.0,85.07307773599686,2026-06-24 15h37.44.030665 +0200,
17,17,0,,,,,,Portal,0.16,j,0.17097870004363358,None,,,,,,,,,,,,,7,0,7,0,0,17,17,5,393.55031750001945,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.7689476001542,394.77955760015175,395.59354680008255,395.56887290021405,LR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2EBD59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.26907840021886,394.27965280017816,394.77955760015175,394.76890040002763,,,,,,,,7,7,393.5390191001352,393.55031750001945,393.55031750001945,393.55031750001945,393.55031750001945,393.55031750001945,393.55031750001945,393.55031750001945,393.7462122000288,393.7462122000288,393.7462122000288,393.7462122000288,393.7462122000288,393.7462122000288,393.7462122000288,393.7343466000166,393.7343958001584,393.7462122000288,393.90708640008233,393.8912628001999,393.8951491001062,393.90708640008233,393.90708640008233,393.90708640008233,393.90708640008233,393.90708640008233,393.90708640008233,393.90708640008233,394.09089100011624,394.10162480012514,394.10162480012514,394.10162480012514,394.10162480012514,394.10162480012514,394.10162480012514,394.2689701002091,j,0.17097870004363358,None,,,,,,,,7,001,2026-06-24_15h37.32.905,Teamprojekt,,2025.1.0,85.07307773599686,2026-06-24 15h37.44.030665 +0200,
0,0,0,,,,,,Portal,0,j,0.15061100013554096,None,,,,,,,,,,,,,8,0,8,0,0,0,0,0,400.6404849002138,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.6864491000306,401.69711850001477,400.6404849002138,402.4864045002032,LR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#1E88E5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.1860436000861,401.19719260022976,,401.6863645000849,,,,,,,,8,7,400.6297859000042,400.6404849002138,400.6404849002138,400.6404849002138,400.6404849002138,400.6404849002138,400.6404849002138,400.6404849002138,400.84607740002684,400.84607740002684,400.84607740002684,400.84607740002684,400.84607740002684,400.84607740002684,400.84607740002684,400.8303351001814,400.8303904000204,400.84607740002684,400.84607740002684,400.83052380010486,400.83472480019554,400.84607740002684,400.84607740002684,400.84607740002684,400.84607740002684,400.84607740002684,400.84607740002684,400.84607740002684,401.03057130007073,401.04155800002627,401.04155800002627,401.04155800002627,401.04155800002627,401.04155800002627,401.04155800002627,401.1859330001753,j,0.15061100013554096,None,395.584908900084,395.59354680008255,395.59354680008255,399.8179388002027,space,4.2188706998713315,None,7,001,2026-06-24_15h37.32.905,Teamprojekt,,2025.1.0,85.07307773599686,2026-06-24 15h37.44.030665 +0200,
1,1,0,,,,,,Standard,0.01,f,0.19015799998305738,None,,,,,,,,,,,,,8,0,8,0,0,1,1,13,402.5009051000234,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.59744170005433,403.60817340016365,404.4098244002089,404.39651630003937,RL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#C200FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.0978700001724,403.1074603002053,403.60817340016365,403.5973815000616,,,,,,,,8,7,402.4898349000141,402.5009051000234,402.5009051000234,402.5009051000234,402.5009051000234,402.5009051000234,402.5009051000234,402.5009051000234,402.6971027001273,402.6971027001273,402.6971027001273,402.6971027001273,402.6971027001273,402.6971027001273,402.6971027001273,402.6865282000508,402.68658320000395,402.6971027001273,402.7135328000877,402.6977862000931,402.7013282000553,402.7135328000877,402.7135328000877,402.7135328000877,402.7135328000877,402.7135328000877,402.7135328000877,402.7135328000877,402.8971178000793,402.9080671002157,402.9080671002157,402.9080671002157,402.9080671002157,402.9080671002157,402.9080671002157,403.09774950006977,f,0.19015799998305738,None,,,,,,,,7,001,2026-06-24_15h37.32.905,Teamprojekt,,2025.1.0,85.07307773599686,2026-06-24 15h37.44.030665 +0200,
2,2,0,,,,,,Portal,0.04,j,0.18887099996209145,None,,,,,,,,,,,,,8,0,8,0,0,2,2,3,404.4098244002089,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.54196590022184,405.5516651000362,406.357430400094,406.3420503002126,RL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#1E88E5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.04244860005565,405.0518400000874,405.5516651000362,405.54190420010127,,,,,,,,8,7,404.3998117002193,404.4098244002089,404.4098244002089,404.4098244002089,404.4098244002089,404.4098244002089,404.4098244002089,404.4098244002089,404.60788020002656,404.60788020002656,404.60788020002656,404.60788020002656,404.60788020002656,404.60788020002656,404.60788020002656,404.59656510013156,404.59663470019586,404.60788020002656,404.6581723000854,404.6417179000564,404.64575730008073,404.6581723000854,404.6581723000854,404.6581723000854,404.6581723000854,404.6581723000854,404.6581723000854,404.6581723000854,404.84134690021165,404.85256210016087,404.85256210016087,404.85256210016087,404.85256210016087,404.85256210016087,404.85256210016087,405.04233940015547,j,0.18887099996209145,None,,,,,,,,7,001,2026-06-24_15h37.32.905,Teamprojekt,,2025.1.0,85.07307773599686,2026-06-24 15h37.44.030665 +0200,
3,3,0,,,,,,Portal,0.02,f,0.23159670014865696,None,,,,,,,,,,,,,8,0,8,0,0,3,3,2,406.357430400094,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.49736820021644,407.50782940001227,408.31157340016216,408.29719420010224,LR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2EBD59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.99772780016065,407.0084449001588,407.50782940001227,407.4973087001126,,,,,,,,8,7,406.34560750005767,406.357430400094,406.357430400094,406.357430400094,406.357430400094,406.357430400094,406.357430400094,406.357430400094,406.5523755000904,406.5523755000904,406.5523755000904,406.5523755000904,406.5523755000904,406.5523755000904,406.5523755000904,406.5419062001165,406.5419613001868,406.5523755000904,406.58008890016936,406.563900800189,406.56793490005657,406.58008890016936,406.58008890016936,406.58008890016936,406.58008890016936,406.58008890016936,406.58008890016936,406.58008890016936,406.7635133001022,406.77462620008737,406.77462620008737,406.77462620008737,406.77462620008737,406.77462620008737,406.77462620008737,406.9976097000763,f,0.23159670014865696,None,,,,,,,,7,001,2026-06-24_15h37.32.905,Teamprojekt,,2025.1.0,85.07307773599686,2026-06-24 15h37.44.030665 +0200,
4,4,0,,,,,,Barrier,0.01,j,0.19824720011092722,None,,,,,,,,,,,,,8,0,8,0,0,4,4,7,408.31157340016216,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.4084720001556,409.41894530016,410.2238594000228,410.20823170011863,RL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#C200FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.9082937000785,408.91894300002605,409.41894530016,409.4084238000214,,,,,,,,8,7,408.30058660008945,408.31157340016216,408.31157340016216,408.31157340016216,408.31157340016216,408.31157340016216,408.31157340016216,408.31157340016216,408.5078830001876,408.5078830001876,408.5078830001876,408.5078830001876,408.5078830001876,408.5078830001876,408.5078830001876,408.4972194000147,408.49727320019156,408.5078830001876,408.52453210018575,408.5085659001488,408.51270210021175,408.52453210018575,408.52453210018575,408.52453210018575,408.52453210018575,408.52453210018575,408.52453210018575,408.52453210018575,408.7078263000585,408.71900790021755,408.71900790021755,408.71900790021755,408.71900790021755,408.71900790021755,408.71900790021755,408.9081843001768,j,0.19824720011092722,None,,,,,,,,7,001,2026-06-24_15h37.32.905,Teamprojekt,,2025.1.0,85.07307773599686,2026-06-24 15h37.44.030665 +0200,
5,5,0,,,,,,Portal,0.08,f,0.11199950007721782,None,,,,,,,,,,,,,8,0,8,0,0,5,5,4,410.2238594000228,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.3082204000093,411.3186146002263,412.122547800187,412.1080990000628,LR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2EBD59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.8087250001263,410.81880380003713,411.3186146002263,411.30815720022656,,,,,,,,8,7,410.21160540007986,410.2238594000228,410.2238594000228,410.2238594000228,410.2238594000228,410.2238594000228,410.2238594000228,410.2238594000228,410.4187784001697,410.4187784001697,410.4187784001697,410.4187784001697,410.4187784001697,410.4187784001697,410.4187784001697,410.4087921001483,410.40886390022933,410.4187784001697,410.50276930001564,410.4860779000446,410.48998980014585,410.50276930001564,410.50276930001564,410.50276930001564,410.50276930001564,410.50276930001564,410.50276930001564,410.50276930001564,410.6852509002201,410.6965754001867,410.6965754001867,410.6965754001867,410.6965754001867,410.6965754001867,410.6965754001867,410.8085697002243,f,0.11199950007721782,None,,,,,,,,7,001,2026-06-24_15h37.32.905,Teamprojekt,,2025.1.0,85.07307773599686,2026-06-24 15h37.44.030665 +0200,
6,6,0,,,,,,Barrier,0,j,0.19818579987622797,None,,,,,,,,,,,,,8,0,8,0,0,6,6,6,412.122547800187,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.2081818000879,413.2179539001081,414.0228500000667,414.00805660011247,RL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#C200FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.7083224002272,412.7178836001549,413.2179539001081,413.2081226001028,,,,,,,,8,7,412.11152130016126,412.122547800187,412.122547800187,412.122547800187,412.122547800187,412.122547800187,412.122547800187,412.122547800187,412.32422130019404,412.32422130019404,412.32422130019404,412.32422130019404,412.32422130019404,412.32422130019404,412.32422130019404,412.3080218001269,412.30807670019567,412.32422130019404,412.32422130019404,412.30821050005034,412.31208550021984,412.32422130019404,412.32422130019404,412.32422130019404,412.32422130019404,412.32422130019404,412.32422130019404,412.32422130019404,412.50794979999773,412.5187874000985,412.5187874000985,412.5187874000985,412.5187874000985,412.5187874000985,412.5187874000985,412.7082015001215,j,0.19818579987622797,None,,,,,,,,7,001,2026-06-24_15h37.32.905,Teamprojekt,,2025.1.0,85.07307773599686,2026-06-24 15h37.44.030665 +0200,
7,7,0,,,,,,Portal,0.16,f,0.1838622000068426,None,,,,,,,,,,,,,8,0,8,0,0,7,7,5,414.0228500000667,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.2526468001306,415.26331990002654,416.06728660012595,416.05238780006766,LR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#E41A1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.7527170001995,414.7624024001416,415.26331990002654,415.2526026000269,,,,,,,,8,7,414.0114119001664,414.0228500000667,414.0228500000667,414.0228500000667,414.0228500000667,414.0228500000667,414.0228500000667,414.0228500000667,414.217938600108,414.217938600108,414.217938600108,414.217938600108,414.217938600108,414.217938600108,414.217938600108,414.2080918001011,414.20814600004815,414.217938600108,414.3788545001298,414.3630560000893,414.3669611001387,414.3788545001298,414.3788545001298,414.3788545001298,414.3788545001298,414.3788545001298,414.3788545001298,414.3788545001298,414.5624189001974,414.573551800102,414.573551800102,414.573551800102,414.573551800102,414.573551800102,414.573551800102,414.75257600005716,f,0.1838622000068426,None,,,,,,,,7,001,2026-06-24_15h37.32.905,Teamprojekt,,2025.1.0,85.07307773599686,2026-06-24 15h37.44.030665 +0200,
8,8,0,,,,,,Standard,0,j,0.23554839985445142,None,,,,,,,,,,,,,8,0,8,0,0,8,8,12,416.06728660012595,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.19699100009166,417.2074517000001,418.0106849002186,417.9968568000477,LR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#C200FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.69692760007456,416.70730360015295,417.2074517000001,417.1969331,,,,,,,,8,7,416.0557162000332,416.06728660012595,416.06728660012595,416.06728660012595,416.06728660012595,416.06728660012595,416.06728660012595,416.06728660012595,416.26867350004613,416.26867350004613,416.26867350004613,416.26867350004613,416.26867350004613,416.26867350004613,416.26867350004613,416.2530655001756,416.2531379000284,416.26867350004613,416.26867350004613,416.2533368000295,416.2567600000184,416.26867350004613,416.26867350004613,416.26867350004613,416.26867350004613,416.26867350004613,416.26867350004613,416.26867350004613,416.451736100018,416.4627768001519,416.4627768001519,416.4627768001519,416.4627768001519,416.4627768001519,416.4627768001519,416.696783100022,j,0.23554839985445142,None,,,,,,,,7,001,2026-06-24_15h37.32.905,Teamprojekt,,2025.1.0,85.07307773599686,2026-06-24 15h37.44.030665 +0200,
9,9,0,,,,,,Standard,0.08,f,0.20682540000416338,None,,,,,,,,,,,,,8,0,8,0,0,9,9,16,418.0106849002186,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.18465140019543,419.19551190012135,420.00035850005224,419.98527420009486,RL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#E41A1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.68553520017304,418.69592300010845,419.19551190012135,419.1846077002119,,,,,,,,8,7,418.00024210009724,418.0106849002186,418.0106849002186,418.0106849002186,418.0106849002186,418.0106849002186,418.0106849002186,418.0106849002186,418.2072473000735,418.2072473000735,418.2072473000735,418.2072473000735,418.2072473000735,418.2072473000735,418.2072473000735,418.19689420005307,418.1969528000336,418.2072473000735,418.2903676000424,418.2750615000259,418.2785862002056,418.2903676000424,418.2903676000424,418.2903676000424,418.2903676000424,418.2903676000424,418.2903676000424,418.2903676000424,418.4745434001088,418.48531330004334,418.48531330004334,418.48531330004334,418.48531330004334,418.48531330004334,418.48531330004334,418.6854238000233,f,0.20682540000416338,None,,,,,,,,7,001,2026-06-24_15h37.32.905,Teamprojekt,,2025.1.0,85.07307773599686,2026-06-24 15h37.44.030665 +0200,
10,10,0,,,,,,Standard,0.16,j,0.06270179990679026,None,,,,,,,,,,,,,8,0,8,0,0,10,10,17,420.00035850005224,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.10796540020965,421.1180669001769,421.9223144000862,421.9075007000938,LR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#E41A1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.60759960021824,420.61833980004303,,421.10788490017876,,,,,,,,8,7,419.98860750021413,420.00035850005224,420.00035850005224,420.00035850005224,420.00035850005224,420.00035850005224,420.00035850005224,420.00035850005224,420.19639900000766,420.19639900000766,420.19639900000766,420.19639900000766,420.19639900000766,420.19639900000766,420.19639900000766,420.18570100003853,420.1857632000465,420.19639900000766,420.3567684001755,420.3410978000611,420.3446147001814,420.3567684001755,420.3567684001755,420.3567684001755,420.3567684001755,420.3567684001755,420.3567684001755,420.3567684001755,420.54081550007686,420.55171850021,420.55171850021,420.55171850021,420.55171850021,420.55171850021,420.55171850021,420.60748840007,j,0.06270179990679026,None,,,,,,,,7,001,2026-06-24_15h37.32.905,Teamprojekt,,2025.1.0,85.07307773599686,2026-06-24 15h37.44.030665 +0200,
11,11,0,,,,,,Barrier,0.08,f,0.2431453000754118,None,,,,,,,,,,,,,8,0,8,0,0,11,11,10,421.9223144000862,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.12963630002923,423.14053000020795,423.94441070011817,423.92954410007223,LR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2EBD59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.6300651000347,422.64079780015163,423.14053000020795,423.12957730004564,,,,,,,,8,7,421.9108862001449,421.9223144000862,421.9223144000862,421.9223144000862,421.9223144000862,421.9223144000862,421.9223144000862,421.9223144000862,422.1183397001587,422.1183397001587,422.1183397001587,422.1183397001587,422.1183397001587,422.1183397001587,422.1183397001587,422.10785120003857,422.10792170022614,422.1183397001587,422.1996710000094,422.1842610000167,422.1883284000214,422.1996710000094,422.1996710000094,422.1996710000094,422.1996710000094,422.1996710000094,422.1996710000094,422.1996710000094,422.3844940001145,422.3959961000364,422.3959961000364,422.3959961000364,422.3959961000364,422.3959961000364,422.3959961000364,422.62995370011777,f,0.2431453000754118,None,,,,,,,,7,001,2026-06-24_15h37.32.905,Teamprojekt,,2025.1.0,85.07307773599686,2026-06-24 15h37.44.030665 +0200,
12,12,0,,,,,,Barrier,0.16,j,0.17855269997380674,None,,,,,,,,,,,,,8,0,8,0,0,12,12,11,423.94441070011817,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.1746881001163,425.1841030002106,425.9887121000793,425.97386600007303,RL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#E41A1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.6746349001769,424.6846244002227,425.1841030002106,425.1746289001312,,,,,,,,8,7,423.93307490018196,423.94441070011817,423.94441070011817,423.94441070011817,423.94441070011817,423.94441070011817,423.94441070011817,423.94441070011817,424.1403070001397,424.1403070001397,424.1403070001397,424.1403070001397,424.1403070001397,424.1403070001397,424.1403070001397,424.12969450000674,424.1297510000877,424.1403070001397,424.30171470018104,424.2851315001026,424.28965390007943,424.30171470018104,424.30171470018104,424.30171470018104,424.30171470018104,424.30171470018104,424.30171470018104,424.30171470018104,424.48469360009767,424.49578610016033,424.49578610016033,424.49578610016033,424.49578610016033,424.49578610016033,424.49578610016033,424.67452290002257,j,0.17855269997380674,None,,,,,,,,7,001,2026-06-24_15h37.32.905,Teamprojekt,,2025.1.0,85.07307773599686,2026-06-24 15h37.44.030665 +0200,
13,13,0,,,,,,Standard,0.02,f,0.2117131999693811,None,,,,,,,,,,,,,8,0,8,0,0,13,13,14,425.9887121000793,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.11757030012086,427.1283446000889,427.93043690011837,427.9173380001448,RL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#1E88E5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.61779290018603,426.62889170018025,427.1283446000889,427.1175176000688,,,,,,,,8,7,425.9773291000165,425.9887121000793,425.9887121000793,425.9887121000793,425.9887121000793,425.9887121000793,425.9887121000793,425.9887121000793,426.18460270017385,426.18460270017385,426.18460270017385,426.18460270017385,426.18460270017385,426.18460270017385,426.18460270017385,426.17396640009247,426.1740212000441,426.18460270017385,426.2121895002201,426.1962771001272,426.19986450020224,426.2121895002201,426.2121895002201,426.2121895002201,426.2121895002201,426.2121895002201,426.2121895002201,426.2121895002201,426.3956179001834,426.40694150002673,426.40694150002673,426.40694150002673,426.40694150002673,426.40694150002673,426.40694150002673,426.6176555000711,f,0.2117131999693811,None,,,,,,,,7,001,2026-06-24_15h37.32.905,Teamprojekt,,2025.1.0,85.07307773599686,2026-06-24 15h37.44.030665 +0200,
14,14,0,,,,,,Standard,0.04,j,0.19484249991364777,None,,,,,,,,,,,,,8,0,8,0,0,14,14,15,427.93043690011837,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.06269990000874,429.0734414001927,429.8781353000086,429.8634358001873,LR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#E41A1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.5631484000478,428.57300080009736,429.0734414001927,429.06263960013166,,,,,,,,8,7,427.92108240001835,427.93043690011837,427.93043690011837,427.93043690011837,427.93043690011837,427.93043690011837,427.93043690011837,427.93043690011837,428.12822290020995,428.12822290020995,428.12822290020995,428.12822290020995,428.12822290020995,428.12822290020995,428.12822290020995,428.117537900107,428.11762100015767,428.12822290020995,428.17628020001575,428.1617304000538,428.1652446000371,428.17628020001575,428.17628020001575,428.17628020001575,428.17628020001575,428.17628020001575,428.17628020001575,428.17628020001575,428.36136370012537,428.3726834000554,428.3726834000554,428.3726834000554,428.3726834000554,428.3726834000554,428.3726834000554,428.5630084001459,j,0.19484249991364777,None,,,,,,,,7,001,2026-06-24_15h37.32.905,Teamprojekt,,2025.1.0,85.07307773599686,2026-06-24 15h37.44.030665 +0200,
